Energy,O_XANES
497.4778531529643,5.071160393951966e-05
497.4978531529643,5.148427572412608e-05
497.51785315296434,5.224589568957674e-05
497.5378531529643,5.2996129393639025e-05
497.5578531529643,5.3734676394548625e-05
497.57785315296434,5.4461270720867455e-05
497.5978531529643,5.517568025653129e-05
497.6178531529643,5.587770693574776e-05
497.63785315296434,5.656718621881546e-05
497.6578531529643,5.7243987162834095e-05
497.6778531529643,5.790801149817156e-05
497.69785315296434,5.855919287383483e-05
497.7178531529643,5.919749632349411e-05
497.7378531529643,5.982291722318028e-05
497.7578631529643,6.043578439675543e-05
497.7778631529643,6.103553817513612e-05
497.79786315296434,6.162256888893783e-05
497.8178631529643,6.219698373075053e-05
497.8378631529643,6.275891423357338e-05
497.85786315296434,6.330851579805396e-05
497.8778631529643,6.384596598722318e-05
497.8978631529643,6.437146301132622e-05
497.9178631529643,6.488522438970542e-05
497.9378631529643,6.538748573768575e-05
497.9578631529643,6.587849888254904e-05
497.9778631529643,6.635853096998601e-05
497.9978631529643,6.682786241898773e-05
498.0178631529643,6.72867857310449e-05
498.0378631529643,6.773560418474791e-05
498.05786315296433,6.81746301258836e-05
498.0778631529643,6.860418371611643e-05
498.0978631529643,6.902459224848923e-05
498.11786315296433,6.943618748039207e-05
498.1378631529643,6.983930574273745e-05
498.1578631529643,7.023428565771504e-05
498.17786315296433,7.0621467809522e-05
498.1978631529643,7.100119325902572e-05
498.2178631529643,7.137380255914366e-05
498.23786315296434,7.173963473841031e-05
498.2578631529643,7.209902645017698e-05
498.27787315296433,7.245248620868057e-05
498.2978731529643,7.279999051525533e-05
498.3178731529643,7.314204194482713e-05
498.33787315296433,7.347895971019755e-05
498.3578731529643,7.381105707926241e-05
498.3778731529643,7.413864062537447e-05
498.39787315296434,7.446200998616698e-05
498.4178731529643,7.478145736089963e-05
498.4378731529643,7.509726708332218e-05
498.45787315296434,7.540971540933864e-05
498.4778731529643,7.571907027992916e-05
498.4978731529643,7.602559102551761e-05
498.51787315296434,7.632952835577483e-05
498.5378731529643,7.663112414053155e-05
498.5578731529643,7.693061135063671e-05
498.57787315296434,7.722821415559692e-05
498.5978731529643,7.752414778265197e-05
498.6178731529643,7.781861864752995e-05
498.6378731529643,7.811182460563377e-05
498.6578731529643,7.840395470333526e-05
498.6778731529643,7.869518965430111e-05
498.6978731529643,7.898570177891095e-05
498.71787315296433,7.927565535901253e-05
498.7378731529643,7.956520673505037e-05
498.7578731529643,7.985450455423614e-05
498.77787315296433,8.014369002372286e-05
498.7978731529643,8.04328971360054e-05
498.8178831529643,8.07223976568524e-05
498.8378831529643,8.101202259679273e-05
498.8578831529643,8.130203051873881e-05
498.87788315296433,8.159252917330529e-05
498.8978831529643,8.18836204045171e-05
498.9178831529643,8.217540048188251e-05
498.93788315296433,8.246796031636287e-05
498.9578831529643,8.276138571407724e-05
498.9778831529643,8.305575772413739e-05
498.99788315296433,8.335115283095398e-05
499.0178831529643,8.364764322001968e-05
499.0378831529643,8.394529704096333e-05
499.05788315296434,8.424417865002807e-05
499.0778831529643,8.454434881802225e-05
499.0978831529643,8.48458650351144e-05
499.11788315296434,8.51487816254164e-05
499.1378831529643,8.545315004550488e-05
499.1578831529643,8.575901905727127e-05
499.17788315296434,8.60664348733556e-05
499.1978831529643,8.637544143298976e-05
499.2178831529643,8.66860805205252e-05
499.2378831529643,8.699839197549172e-05
499.2578831529643,8.731241378399416e-05
499.2778831529643,8.762818227546876e-05
499.2978831529643,8.794573229115817e-05
499.3178831529643,8.826509728025828e-05
499.3378831529643,8.858630945345397e-05
499.3578931529643,8.890956177025847e-05
499.3778931529643,8.923456127242777e-05
499.39789315296434,8.956149813114609e-05
499.4178931529643,8.98904005870004e-05
499.4378931529643,9.022129622698922e-05
499.4578931529643,9.055421194092474e-05
499.4778931529643,9.088917406332542e-05
499.4978931529643,9.122620842413988e-05
499.5178931529643,9.156534047218798e-05
499.53789315296433,9.190659524744026e-05
499.5578931529643,9.224999752983693e-05
499.5778931529643,9.259557178461956e-05
499.59789315296433,9.294334234612953e-05
499.6178931529643,9.32933333652901e-05
499.6378931529643,9.364556890383375e-05
499.65789315296433,9.40000729540017e-05
499.6778931529643,9.435686949648581e-05
499.6978931529643,9.471598241379471e-05
499.71789315296434,9.507743575995835e-05
499.7378931529643,9.544125352611304e-05
499.7578931529643,9.580745990970633e-05
499.77789315296434,9.61760791533167e-05
499.7978931529643,9.654713563388365e-05
499.8178931529643,9.692065387861857e-05
499.83789315296434,9.729665862999749e-05
499.8578931529643,9.767517481272173e-05
499.87790315296434,9.805641874438479e-05
499.8979031529643,9.84400346112539e-05
499.9179031529643,9.882623800265408e-05
499.93790315296434,9.921505476830857e-05
499.9579031529643,9.960651097207981e-05
499.9779031529643,0.00010000063305867707
499.99790315296434,0.00010039744769676937
500.0179031529643,0.00010079698187156645
500.0379031529643,0.00010119926286489651
500.0579031529643,0.0001016043183378515
500.0779031529643,0.00010201217621917631
500.0979031529643,0.00010242286483420122
500.1179031529643,0.0001028364127697519
500.1379031529643,0.00010325284905734543
500.1579031529643,0.00010367220305291176
500.1779031529643,0.00010409450451168214
500.19790315296433,0.00010451978356999741
500.2179031529643,0.00010494807078184234
500.2379031529643,0.00010537939696819536
500.25790315296433,0.00010581379353932214
500.2779031529643,0.00010625129215589809
500.2979031529643,0.0001066919250567331
500.31790315296433,0.0001071357248220047
500.3379031529643,0.00010758272447000792
500.3579031529643,0.00010803295745677354
500.37790315296434,0.00010848645774588657
500.3979031529643,0.00010894325974880912
500.41791315296433,0.00010940362928096009
500.4379131529643,0.0001098671414062382
500.4579131529643,0.00011033406133645114
500.47791315296433,0.00011080442541150534
500.4979131529643,0.00011127827040768317
500.5179131529643,0.00011175563374951947
500.53791315296434,0.00011223655331970033
500.5579131529643,0.00011272106746274974
500.5779131529643,0.00011320921519559892
500.59791315296434,0.00011370103604654907
500.6179131529643,0.00011419657006791872
500.6379131529643,0.0001146958579203598
500.65791315296434,0.0001151989408245815
500.6779131529643,0.00011570586055829877
500.6979131529643,0.00011621665963054188
500.71791315296434,0.00011673138102264515
500.7379131529643,0.0001172500684397018
500.7579131529643,0.00011777276623411736
500.7779131529643,0.00011829951924592687
500.7979131529643,0.00011883037314658848
500.8179131529643,0.00011936537419527934
500.8379131529643,0.00011990456943453256
500.85791315296433,0.00012044800648339486
500.8779131529643,0.00012099573368511325
500.8979131529643,0.00012154780017635854
500.91791315296433,0.00012210425580897944
500.9379131529643,0.00012266515122544646
500.9579231529643,0.00012323082134920837
500.9779231529643,0.00012380075316085817
500.9979231529643,0.0001243752811390836
501.01792315296433,0.00012495445892180397
501.0379231529643,0.00012553834114659002
501.0579231529643,0.00012612698317329774
501.07792315296433,0.00012672044124325253
501.0979231529643,0.00012731877243695217
501.1179231529643,0.0001279220348308355
501.13792315296433,0.00012853028728683326
501.1579231529643,0.00012914358969182873
501.1779231529643,0.000129762002715396
501.19792315296434,0.00013038558813927112
501.2179231529643,0.00013101440864522916
501.2379231529643,0.00013164852796017989
501.25792315296434,0.00013228801081752504
501.2779231529643,0.0001329329230357407
501.2979231529643,0.00013358333125416857
501.31792315296434,0.00013423930351541514
501.3379231529643,0.0001349009086633466
501.3579231529643,0.0001355682169443911
501.37792315296434,0.0001362412995857321
501.3979231529643,0.00013692022898143514
501.4179231529643,0.00013760507869384718
501.4379231529643,0.00013829592359956478
501.4579231529643,0.0001389928397851938
501.47793315296434,0.0001396962577260866
501.4979331529643,0.00014040555270638047
501.5179331529643,0.00014112115491117148
501.53793315296434,0.00014184314562686327
501.5579331529643,0.00014257160738419616
501.5779331529643,0.00014330662435962346
501.5979331529643,0.00014404828200041014
501.6179331529643,0.00014479666725336184
501.6379331529643,0.00014555186850864304
501.6579331529643,0.0001463139758386787
501.67793315296433,0.0001470830806995366
501.6979331529643,0.00014785927628432723
501.7179331529643,0.00014864265718875772
501.73793315296433,0.00014943331988364966
501.7579331529643,0.00015023136242417205
501.7779331529643,0.00015103688467245585
501.79793315296433,0.0001518499882410285
501.8179331529643,0.00015267077662236843
501.8379331529643,0.0001534993548275941
501.85793315296434,0.00015433583021526054
501.8779331529643,0.00015518031165395868
501.8979331529643,0.00015603291038744592
501.91793315296434,0.00015689373944725225
501.9379331529643,0.00015776291393159686
501.9579331529643,0.00015864055101411288
501.97793315296434,0.00015952677017419415
501.9979331529643,0.00016042169305728436
502.01794315296434,0.00016132589772990265
502.0379431529643,0.00016223860624046502
502.0579431529643,0.00016316039717007854
502.07794315296434,0.00016409140149404095
502.0979431529643,0.0001650317524800719
502.1179431529643,0.00016598158627976984
502.13794315296434,0.0001669410414739841
502.1579431529643,0.00016791025908813775
502.1779431529643,0.00016888938323093915
502.19794315296434,0.00016987856068864988
502.2179431529643,0.0001708779409767301
502.2379431529643,0.00017188767664047056
502.2579431529643,0.00017290792315706623
502.2779431529643,0.0001739388389536771
502.2979431529643,0.0001749805859739309
502.3179431529643,0.00017603332896680586
502.3379431529643,0.0001770972362501376
502.3579431529643,0.0001781724795512768
502.3779431529643,0.0001792592336241325
502.39794315296433,0.00018035767722920413
502.4179431529643,0.0001814679925508424
502.4379431529643,0.0001825903657696203
502.45794315296433,0.00018372498656754269
502.4779431529643,0.00018487204856998532
502.4979431529643,0.00018603174965029553
502.51794315296434,0.00018720429174817833
502.5379431529643,0.0001883898811627093
502.55795315296433,0.00018958933038538048
502.5779531529643,0.0001908016562660967
502.5979531529643,0.000192027674392465
502.61795315296433,0.0001932676087293517
502.6379531529643,0.0001945216885840626
502.6579531529643,0.0001957901478891711
502.67795315296434,0.0001970732257588745
502.6979531529643,0.00019837116640293944
502.7179531529643,0.00019968421979659807
502.73795315296434,0.00020101264102291412
502.7579531529643,0.00020235669118382616
502.7779531529643,0.0002037166367240554
502.79795315296434,0.00020509275056588912
502.8179531529643,0.00020648531153202344
502.8379531529643,0.00020789460499787973
502.85795315296434,0.00020932092277214373
502.8779531529643,0.00021076456354384178
502.8979531529643,0.00021222583218421742
502.9179531529643,0.0002137050416744392
502.9379531529643,0.00021520251135416922
502.9579531529643,0.0002167185690026776
502.9779531529643,0.00021825354961805835
502.9979531529643,0.000219807796190352
503.0179531529643,0.00022138165981367417
503.0379531529643,0.00022297550040958577
503.05795315296433,0.00022458968651587992
503.0779631529643,0.00022622541848658565
503.0979631529643,0.00022788144724512427
503.1179631529643,0.00022955898218410714
503.1379631529643,0.00023125842942274508
503.1579631529643,0.00023298020480608088
503.1779631529643,0.00023472473546260633
503.1979631529643,0.00023649245880758316
503.21796315296433,0.00023828382356152388
503.2379631529643,0.0002400992896959492
503.2579631529643,0.00024193932976546197
503.27796315296433,0.0002438044278800889
503.2979631529643,0.0002456950814160427
503.3179631529643,0.0002476118000466692
503.33796315296433,0.00024955510778408997
503.3579631529643,0.0002515255421714407
503.3779631529643,0.00025352365564531844
503.39796315296434,0.000255550015405609
503.4179631529643,0.00025760520444561424
503.4379631529643,0.0002596898206260927
503.45796315296434,0.0002618044800438821
503.4779631529643,0.000263949814394903
503.4979631529643,0.00026612647471264863
503.51796315296434,0.0002683351295801402
503.5379631529643,0.0002705764667245984
503.5579631529643,0.00027285119345264454
503.5779631529643,0.0002751600382629806
503.5979631529643,0.000277503750776096
503.61797315296434,0.0002798843016503627
503.6379731529643,0.00028230010460984556
503.6579731529643,0.0002847531602752807
503.67797315296434,0.00028724431178772924
503.6979731529643,0.00028977442726982317
503.7179731529643,0.0002923444029413492
503.7379731529643,0.00029495516226953197
503.7579731529643,0.0002976076565110393
503.7779731529643,0.0003003028687392622
503.7979731529643,0.00030304181290311704
503.8179731529643,0.00030582553488395795
503.8379731529643,0.0003086551150851446
503.8579731529643,0.0003115316691544461
503.87797315296433,0.00031445634892020286
503.8979731529643,0.0003174303467285948
503.9179731529643,0.00032045489302592433
503.93797315296433,0.00032353126143891674
503.9579731529643,0.00032666076956006253
503.9779731529643,0.000329844778948708
503.99797315296433,0.00033308470075202746
504.0179731529643,0.00033638199548808857
504.0379731529643,0.00033973817701936343
504.05797315296434,0.00034315481263935953
504.0779731529643,0.0003466335268155111
504.0979731529643,0.00035017600539530524
504.11797315296434,0.0003537839968217655
504.1379731529643,0.00035745931617955803
504.15798315296433,0.00036120573253271534
504.1779831529643,0.00036502146199273155
504.1979831529643,0.0003689103914424127
504.21798315296434,0.0003728746319338335
504.2379831529643,0.00037691638115368455
504.2579831529643,0.00038103792360614244
504.27798315296434,0.0003852416374115295
504.2979831529643,0.0003895299967857438
504.3179831529643,0.000393905582164505
504.33798315296434,0.00039837107901003274
504.3579831529643,0.0004029292890897825
504.3779831529643,0.00040758313117044006
504.3979831529643,0.00041233565353511334
504.4179831529643,0.0004171900353036537
504.4379831529643,0.00042214959873789436
504.4579831529643,0.00042721781222000076
504.4779831529643,0.0004323983016602557
504.4979831529643,0.00043769485361913135
504.5179831529643,0.00044311143411524537
504.53798315296433,0.0004486521862134793
504.5579831529643,0.00045432145260838305
504.5779831529643,0.0004601237763820439
504.59798315296433,0.0004660639162323714
504.6179831529643,0.0004721468564490917
504.6379831529643,0.0004783778244540129
504.65798315296433,0.0004847622997931199
504.6779931529643,0.0004913093424283738
504.69799315296433,0.000498018430749966
504.7179931529643,0.00050489912855675
504.7379931529643,0.0005119580746544727
504.75799315296433,0.0005192022354949342
504.7779931529643,0.000526638932051069
504.7979931529643,0.0005342758496702755
504.81799315296433,0.0005421210635259224
504.8379931529643,0.0005501830511491912
504.8579931529643,0.0005584707314500107
504.87799315296434,0.0005669934665900899
504.8979931529643,0.0005757611023759214
504.9179931529643,0.0005847839782558554
504.93799315296434,0.0005940729700873893
504.9579931529643,0.000603639500286177
504.9779931529643,0.000613495584333526
504.99799315296434,0.0006236538413665372
505.0179931529643,0.0006341275370398522
505.0379931529643,0.0006449306002007751
505.0579931529643,0.0006560776797531415
505.0779931529643,0.000667584145673651
505.0979931529643,0.000679466159142994
505.1179931529643,0.0006917406785228562
505.1379931529643,0.0007044255073830396
505.1579931529643,0.0007175393236351942
505.1779931529643,0.0007311017348079108
505.19799315296433,0.0007451333018164283
505.21800315296434,0.0007596629701489569
505.2380031529643,0.0007746987901134957
505.2580031529643,0.000790271584441579
505.2780031529643,0.0008064061307502991
505.2980031529643,0.0008231283513693754
505.3180031529643,0.0008404653793255001
505.3380031529643,0.0008584455796742446
505.35800315296433,0.0008770985635408915
505.3780031529643,0.0008964552886431335
505.3980031529643,0.0009165480559903053
505.41800315296433,0.000937410534787959
505.4380031529643,0.0009590778273594732
505.4580031529643,0.0009815864923468265
505.47800315296433,0.001004974551738506
505.4980031529643,0.0010292815927596725
505.5180031529643,0.0010545486973756709
505.53800315296434,0.001080818536228073
505.5580031529643,0.001108135370256613
505.5780031529643,0.0011365450383099655
505.59800315296434,0.0011660950127165691
505.6180031529643,0.0011968343928442872
505.6380031529643,0.0012288139154411977
505.65800315296434,0.0012620859240498783
505.6780031529643,0.001296704366610676
505.6980031529643,0.0013327248306987725
505.71800315296434,0.0013702044780392118
505.7380031529643,0.0014092020410556363
505.75801315296434,0.0014497983354644388
505.7780131529643,0.0014920146179864381
505.7980131529643,0.0015359339012902611
505.81801315296434,0.001581620653460175
505.8380131529643,0.00162914069006506
505.8580131529643,0.0016785610094265059
505.87801315296434,0.0017299497439713651
505.8980131529643,0.0017833760199213043
505.9180131529643,0.001838909954237069
505.9380131529643,0.001896622362695321
505.9580131529643,0.0019565847858721967
505.9780131529643,0.002018869197928635
505.9980131529643,0.00208354799365076
506.01801315296433,0.002150693701622091
506.0380131529643,0.0022203788937839473
506.0580131529643,0.0022926759142879558
506.07801315296433,0.0023676567339215317
506.0980131529643,0.002445392598129504
506.1180131529643,0.0025259540398168802
506.13801315296433,0.002609410343989122
506.1580131529643,0.0026958295843126146
506.1780131529643,0.002785278125792991
506.19801315296434,0.002877820435656416
506.2180131529643,0.002973518767511954
506.2380131529643,0.0030724329436336456
506.25801315296434,0.0031746199706445327
506.2780231529643,0.0032801873594269816
506.29802315296433,0.0033890798772393503
506.3180231529643,0.0035013962538258366
506.3380231529643,0.0036171790395277187
506.35802315296434,0.0037364662598628642
506.3780231529643,0.0038592912786374256
506.3980231529643,0.003985682220933925
506.41802315296434,0.004115661714882094
506.4380231529643,0.004249246575782199
506.4580231529643,0.004386447450420169
506.47802315296434,0.004527268369387045
506.4980231529643,0.004671706569062051
506.5180231529643,0.00481975196575567
506.53802315296434,0.004971387023823793
506.5580231529643,0.005126586366424363
506.5780231529643,0.005285316390525125
506.5980231529643,0.005447535144336121
506.6180231529643,0.005613191968953258
506.6380231529643,0.005782227038872784
506.6580231529643,0.005954571579560336
506.67802315296433,0.006130147206213612
506.6980231529643,0.006308866059876818
506.7180231529643,0.0064906304133863614
506.73802315296433,0.006675332589565149
506.7580231529643,0.006862854923186427
506.7780231529643,0.007053069608332489
506.79802315296433,0.007245838657997097
506.8180331529643,0.00744111209160808
506.83803315296433,0.007638536176168674
506.8580331529643,0.00783803945681503
506.8780331529643,0.008039443356818318
506.89803315296433,0.00824255929744624
506.9180331529643,0.008447189067864933
506.9380331529643,0.008653124737252953
506.95803315296433,0.008860149136202141
506.9780331529643,0.009068035980708383
506.9980331529643,0.009276550172638008
507.01803315296434,0.009485448374765686
507.0380331529643,0.009694479162737411
507.0580331529643,0.00990338349080533
507.07803315296434,0.010111895353025363
507.0980331529643,0.010319742005614302
507.1180331529643,0.010526644773785466
507.13803315296434,0.010732319548436097
507.1580331529643,0.01093647736029133
507.1780331529643,0.011138824973037942
507.19803315296434,0.011339065807511803
507.2180331529643,0.011536900322591595
507.2380331529643,0.011732027003943298
507.2580331529643,0.011924142986039148
507.2780331529643,0.012112944985471273
507.2980331529643,0.01229812986630239
507.3180331529643,0.012479395613499082
507.33803315296433,0.012656442077943253
507.35804315296434,0.012829057434848632
507.3780431529643,0.012996774968432545
507.3980431529643,0.013159392909066283
507.4180431529643,0.013316627423017589
507.4380431529643,0.013468200681007222
507.4580431529643,0.01361384193436346
507.4780431529643,0.01375328826815927
507.4980431529643,0.013886285438867017
507.5180431529643,0.014012588429747036
507.5380431529643,0.01413196279436361
507.55804315296433,0.014244184787022355
507.5780431529643,0.01434904260807347
507.5980431529643,0.014446336682706803
507.61804315296433,0.014535880583835202
507.6380431529643,0.014617501559732456
507.6580431529643,0.01469104112493276
507.67804315296434,0.01475635555515459
507.6980431529643,0.014813316805234757
507.7180431529643,0.01486181211410215
507.73804315296434,0.014901745340747239
507.7580431529643,0.014933036483861663
507.7780431529643,0.014955622584040209
507.79804315296434,0.014969457781015232
507.8180431529643,0.014974513428983795
507.8380431529643,0.014970778176131955
507.85804315296434,0.01495825814209274
507.8780531529643,0.01493696397155444
507.89805315296434,0.01490695843070684
507.9180531529643,0.014868291015255608
507.9380531529643,0.014821037152631297
507.95805315296434,0.014765289384526249
507.9780531529643,0.014701156447285887
507.9980531529643,0.014628763672424203
508.01805315296434,0.014548252249882465
508.0380531529643,0.014459778699992801
508.0580531529643,0.014363514602148294
508.0780531529643,0.014259645851978094
508.0980531529643,0.014148372176615565
508.1180531529643,0.014029906669139428
508.1380531529643,0.013904474787755689
508.1580531529643,0.013772313722262437
508.1780531529643,0.01363367194616448
508.1980531529643,0.013488807942219714
508.21805315296433,0.013337989698689538
508.2380531529643,0.01318149426826447
508.2580531529643,0.013019605982340105
508.27805315296433,0.012852616441621287
508.2980531529643,0.012680823079117358
508.3180531529643,0.012504528642022818
508.33805315296433,0.012324040197548384
508.3580531529643,0.012139668109154586
508.3780531529643,0.011951725265892336
508.39805315296434,0.011760526176831099
508.4180631529643,0.011566288298515063
508.43806315296433,0.01136952109324262
508.4580631529643,0.01117044231242445
508.4780631529643,0.010969364302838826
508.49806315296433,0.01076659687347457
508.5180631529643,0.010562446317291361
508.5380631529643,0.010357214934172007
508.55806315296434,0.010151200072907998
508.5780631529643,0.009944693617160421
508.5980631529643,0.00973798134456936
508.61806315296434,0.009531342019727291
508.6380631529643,0.009325047182039114
508.6580631529643,0.009119360516660237
508.67806315296434,0.008914537197997188
508.6980631529643,0.008710823640958406
508.7180631529643,0.00850845698744531
508.7380631529643,0.008307664738964111
508.7580631529643,0.008108664492982254
508.7780631529643,0.007911663664813136
508.7980631529643,0.007716859205657235
508.8180631529643,0.007524437479169357
508.8380631529643,0.007334574096270765
508.8580631529643,0.007147433772545918
508.87806315296433,0.006963170300177361
508.8980631529643,0.006781926581193929
508.9180631529643,0.006603834587586101
508.93806315296433,0.006429015468201698
508.9580731529643,0.006257494485101267
508.9780731529643,0.006089542965590174
508.9980731529643,0.005925163530704137
509.0180731529643,0.005764434995611468
509.03807315296433,0.005607426261905381
509.0580731529643,0.0054541962797272645
509.0780731529643,0.005304794443928616
509.09807315296433,0.005159260888195719
509.1180731529643,0.005017626798869866
509.1380731529643,0.00487991467069426
509.15807315296433,0.004746138746474678
509.1780731529643,0.004616305210725507
509.1980731529643,0.004490412754716225
509.21807315296434,0.004368452849389826
509.2380731529643,0.004250410094734037
509.2580731529643,0.004136262715048125
509.27807315296434,0.004025982891409776
509.2980731529643,0.0039195369386014565
509.3180731529643,0.003816886166052547
509.33807315296434,0.003717986787341273
509.3580731529643,0.003622790687692453
509.3780731529643,0.0035312455275152447
509.3980731529643,0.0034432952006474326
509.4180731529643,0.003358880237314477
509.4380731529643,0.0032779381653028593
509.4580731529643,0.003200403814630892
509.4780831529643,0.0031261734222237693
509.49808315296434,0.003055251453816461
509.5180831529643,0.0029875288274940123
509.5380831529643,0.002922932860426591
509.5580831529643,0.002861389663681639
509.5780831529643,0.0028028246335586675
509.5980831529643,0.0027471624571010957
509.6180831529643,0.0026943274787984703
509.6380831529643,0.0026442439297071907
509.6580831529643,0.002596836101621236
509.6780831529643,0.002552028595788444
509.69808315296433,0.002509746471768833
509.7180831529643,0.002469915353012784
509.7380831529643,0.002432461725054534
509.75808315296433,0.0023973130037862203
509.7780831529643,0.0023643976262346664
509.7980831529643,0.0023336452681244186
509.81808315296433,0.0023049868900153737
509.8380831529643,0.0022783546932293444
509.8580831529643,0.0022536825015400624
509.87808315296434,0.002230905540523253
509.8980831529643,0.002209960713533621
509.9180831529643,0.0021907864902193964
509.93808315296434,0.0021733230044240735
509.9580831529643,0.002157512095791445
509.9780831529643,0.0021432973318263803
509.99808315296434,0.0021306240022304834
510.0180931529643,0.0021194339114590922
510.03809315296434,0.0021096869220638193
510.0580931529643,0.002101327595239192
510.0780931529643,0.0020943081214649913
510.09809315296434,0.0020885823523408365
510.1180931529643,0.0020841058661483698
